uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
40585382	0.000107342580892	0.00535550392754	0.0723241231881	0.00162842522797	0.00194280602689	0.3	0.111111111111	0.692307692308	0.725
30005269	2.70507252859e-05	0.00155175820081	0.010229948786	0.000262782724208	0.000451923704097	0.3	0.111111111111	0.384615384615	0.9625
3314758074	0.000317035064496	0.01564012214	0.00268359321414	0.0155786703194	0.000871234357383	0.9	0.111111111111	0.923076923077	0.93125
14311688	2.48787692411e-05	0.00162178113332	0.0105257442041	0.000353825557793	0.000512490798461	0.2	0.111111111111	0.923076923077	0.7125
110457801	2.09015510291e-05	0.00148673690634	0.0531402899081	0.00686338815905	0.000354084551664	0.4	0.111111111111	0.384615384615	0.94375
269062860	0.000214544125678	0.0116988313673	0.180146554484	0.000184154822477	0.00129520401793	0.5	0.222222222222	0.846153846154	0.90625
1656126090	4.38622292176e-06	0.000595194926338	0.00165188165897	0.00092698157831	1.86360290349e-05	0.7	0.0	1.0	0.5375
758669826	5.88120565393e-06	0.000731489562832	0.000464413096164	9.51811442015e-05	6.52261016223e-05	0.6	0.111111111111	0.769230769231	0.63125
21056856	6.50881632923e-05	0.000786507581233	0.00156185696648	8.27662123491e-05	0.000279540435524	0.3	0.0	0.769230769231	0.9375
954363313	1.69243328171e-06	8.25270276015e-05	0.00025435548036	0.000140702560994	5.59080871048e-05	0.6	0.222222222222	0.615384615385	0.875
337284868	3.54564772517e-05	0.00262460955963	0.127686451141	0.0383269637836	0.000409992638769	0.5	0.333333333333	0.384615384615	0.7875
203541550	7.31977394338e-06	0.000435142509172	0.00044726553569	0.0	9.78391524334e-05	0.4	0.333333333333	0.769230769231	0.4
156333623	0.00013920263742	0.00025383313035	0.000763066441081	0.0	0.0028792664859	0.4	0.222222222222	0.615384615385	0.66875
587865313	6.5807447437e-05	0.00547054160237	0.0109901573003	0.00645990287385	0.000386697602475	0.6	0.111111111111	0.769230769231	0.99375
4750028375	2.7093036118e-05	0.00145172544008	0.000207199689058	0.000399346974585	7.45441161397e-05	1.0	0.222222222222	0.692307692308	0.9875
115703194	7.61594976768e-06	0.000128792179439	0.000928826192327	0.0	0.000284199442783	0.4	0.0	0.923076923077	0.4875
15475471	3.87849293724e-06	0.0012479086901	2.85792674562e-05	0.0	2.32950362937e-05	0.2	0.0	0.538461538462	0.225
2701352961	1.50062417645e-05	0.0013579447269	0.0310799533586	0.0154586593115	0.000102498159692	0.8	0.0	0.615384615385	0.9375
383978282	1.19598618574e-05	0.00117538493857	0.00154756733275	0.000606262505457	6.9885108881e-05	0.5	0.222222222222	0.692307692308	0.575
1031038448	1.5513971749e-06	9.25303036745e-05	0.00010145639947	1.03457765436e-05	1.86360290349e-05	0.6	0.222222222222	0.384615384615	0.925
115402745	2.05630643727e-05	0.000603947792902	0.00097598198363	4.13831061746e-06	0.000582375907342	0.4	0.111111111111	0.923076923077	0.625
168516256	3.87849293724e-06	0.000468903565918	0.000907391741735	0.00322581312631	4.65900725873e-05	0.4	0.111111111111	0.846153846154	0.86875
293602749	1.16072715904e-05	0.000430140871135	0.0244638529425	0.0284364014079	0.000251586391972	0.5	0.111111111111	0.538461538462	0.23125
2734365015	1.01545996902e-06	8.7528665638e-05	0.000583017056107	0.000587640107679	4.65900725873e-06	0.8	0.222222222222	0.692307692308	0.05625
45025729	0.0108806535681	0.000761499391051	0.00988413964973	6.00055039531e-05	0.0207558773377	0.3	0.111111111111	0.538461538462	0.8875
183825988	1.97591585639e-05	0.00170430816092	0.0152670446751	3.51756402484e-05	0.000125793195986	0.4	0.222222222222	0.538461538462	0.89375
954537696	0.000158919485152	0.00118163698611	0.0137480566098	0.0966833509556	0.00131849905422	0.6	0.0	0.846153846154	0.125
187838951	0.000107779792823	0.0035949273387	0.00991414788056	0.00441350827352	0.00106225365499	0.4	0.111111111111	0.307692307692	0.975
13134132	9.42121193483e-06	2.50081901823e-06	0.0159315126435	0.00670613235559	0.00025624539923	0.2	0.111111111111	0.538461538462	0.83125
142082006	4.03786373794e-05	0.000992825150237	0.0293966345055	0.000219330462725	0.000172383268573	0.4	0.222222222222	0.846153846154	0.76875
17976923	0.000351588910664	0.0065308888661	0.00651321505327	0.00167808495538	0.00718884820023	0.2	0.0	0.846153846154	0.75
44579901	1.19739654681e-05	0.00111536528213	0.00267216150716	0.000724204358055	0.000204996319384	0.3	0.111111111111	1.0	0.775
2604799262	3.28332056651e-05	0.00281467180502	0.000321516758882	7.86279017317e-05	4.65900725873e-05	0.8	0.111111111111	0.384615384615	0.75
110445334	0.0221397775288	0.00151299550603	0.0126048859116	2.68990190135e-05	0.0484862885416	0.4	0.111111111111	0.615384615385	0.8375
2560114934	1.01828069116e-05	0.000630206392594	0.0103156865883	0.0373627374097	1.86360290349e-05	0.8	0.0	0.538461538462	0.24375
18020589	2.29042637458e-05	0.00190562409189	0.00790931226851	0.000763518308921	0.000214314333902	0.2	0.111111111111	0.692307692308	0.7
