uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	name_words	screen_name_length	description_length	created_year
<<<<<<< HEAD
40585382	0.474148109934	0.625698225325	0.803277118699	0.509501794612	0.491611734374	0.142857142857	0.692307692308	0.725	0.3
30005269	0.394968819513	0.533072876146	0.648361902298	0.370660294624	0.373462140417	0.142857142857	0.384615384615	0.9625	0.3
3314758074	0.542084316892	0.705056740164	0.558047166496	0.684652623494	0.438212046263	0.142857142857	0.769230769231	0.9	0.9
14311688	0.390290021881	0.536430303059	0.650726429953	0.395420696189	0.383608223509	0.142857142857	0.923076923077	0.7125	0.2
110457801	0.38007566088	0.529872732421	0.778930935423	0.61955549045	0.353818620949	0.142857142857	0.384615384615	0.94375	0.4
269062860	0.513944316251	0.684321795328	0.875746360291	0.346258075931	0.458682513009	0.285714285714	0.846153846154	0.90625	0.5
1656126090	0.29155068588	0.462095216951	0.50574983802	0.472108925341	0.145945272154	0.0	1.0	0.5375	0.7
758669826	0.307139931614	0.47686915247	0.403808203189	0.294123648611	0.220580457586	0.142857142857	0.769230769231	0.63125	0.6
21056856	0.445485629398	0.482641773017	0.49970323954	0.283690257785	0.334845505326	0.0	0.769230769231	0.9375	0.3
954363313	0.235973780383	0.314606558592	0.35650906971	0.323455353552	0.208924377666	0.285714285714	0.615384615385	0.875	0.6
337284868	0.411019145309	0.572903394071	0.848777065396	0.751138718087	0.36919657909	0.428571428571	0.384615384615	0.7875	0.5
203541550	0.319836493018	0.441651109308	0.401347521285	0.0529514706605	0.255397314505	0.142857142857	0.769230769231	0.4	0.4
156333623	0.489315379329	0.39791622858	0.44296041682	0.0	0.523460667028	0.285714285714	0.615384615385	0.66875	0.4
587865313	0.447755388173	0.631833572337	0.655274036193	0.618631744925	0.364695234564	0.142857142857	0.769230769231	0.99375	0.6
4750028375	0.395535205254	0.528026735755	0.35472859953	0.407011507147	0.230775447078	0.285714285714	0.692307692308	0.9875	1.0
115703194	0.322113637629	0.347505981959	0.458481925478	0.0	0.336169983407	0.0	0.923076923077	0.4875	0.4
15475471	0.283403302588	0.516782211839	0.189979460377	0.0	0.145945272154	0.0	0.538461538462	0.225	0.2
2701352961	0.361768700991	0.523715860817	0.736903307979	0.681586312537	0.255397314505	0.0	0.615384615385	0.9375	0.8
383978282	0.347829715503	0.512147744685	0.498831799898	0.434184709593	0.225837352941	0.285714285714	0.692307692308	0.575	0.5
1031038448	0.230491777334	0.323046224806	0.285006376144	0.136877566015	0.131094523667	0.285714285714	0.384615384615	0.925	0.6
115402745	0.379136578833	0.462560437464	0.462393730335	0.0839260953549	0.393932607163	0.142857142857	0.923076923077	0.625	0.4
168516256	0.284435960446	0.44426263727	0.457133859737	0.562695244645	0.195317219858	0.142857142857	0.846153846154	0.86875	0.4
293602749	0.346453633178	0.438519994519	0.720145835981	0.73091698807	0.327879415797	0.142857142857	0.538461538462	0.23125	0.5
2734365015	0.208463021339	0.319991811945	0.421729245179	0.432343829574	0.0564593382353	0.285714285714	0.692307692308	0.05625	0.8
45025729	0.739924336052	0.479995034133	0.645673294244	0.259827073408	0.684300609809	0.142857142857	0.538461538462	0.8875	0.3
183825988	0.377251905245	0.540575735592	0.680791347555	0.22080366137	0.271420077561	0.285714285714	0.538461538462	0.89375	0.4
954537696	0.496733758259	0.512782511798	0.671768504369	0.821381560524	0.459842014543	0.0	0.846153846154	0.125	0.6
187838951	0.477139192845	0.596029799644	0.647124555679	0.588004835096	0.447429669592	0.142857142857	0.307692307692	0.975	0.4
13134132	0.334156120246	0.0822011649011	0.683449368273	0.617626100083	0.327879415797	0.142857142857	0.538461538462	0.83125	0.2
142082006	0.418250201361	0.499973572453	0.731954872098	0.356970591339	0.296294514516	0.285714285714	0.846153846154	0.76875	0.4
17976923	0.542622590806	0.640601700053	0.612877043761	0.511887773192	0.597990342591	0.0	0.846153846154	0.75	0.2
44579901	0.348101024958	0.508473222816	0.542044696893	0.447504057234	0.310066391504	0.142857142857	1.0	0.775	0.3
2604799262	0.405952628503	0.57756632753	0.37488932889	0.279869820521	0.195317219858	0.142857142857	0.384615384615	0.75	0.8
110445334	0.781195807677	0.53124337853	0.665376823238	0.201605042449	0.753714995911	0.142857142857	0.615384615385	0.8375	0.4
2560114934	0.338952021747	0.46632874257	0.649667308507	0.749174228862	0.131094523667	0.0	0.538461538462	0.55	0.8
18020589	0.394578053719	0.550845689212	0.636667069115	0.46498591123	0.317002802182	0.142857142857	0.692307692308	0.7	0.2
19266287	0.364833563551	0.567132222406	0.458966499396	0.340280169615	0.251776558094	0.142857142857	0.692307692308	0.9875	0.3
216776631	0.785640615357	0.545734337085	0.650747897935	0.515107694538	0.731004701991	0.142857142857	0.846153846154	0.475	0.4
29590509	0.337992041226	0.455598928812	0.638991514585	0.609590390344	0.158501401091	0.142857142857	0.384615384615	1.0	0.3
92591950	0.424296283216	0.416638708215	0.591667063406	0.413410925091	0.320261380997	0.142857142857	1.0	0.3625	0.3
2295018296	0.379920208089	0.216265490517	0.355623836046	0.345432199518	0.230775447078	0.0	0.923076923077	0.9625	0.8
